,State,CO2_QTY_TONNES,TF,Date,Average
6290,France,1611063.49735,82467,2022-06,19.54
6334,France,1809414.79935,86960,2022-07,20.81
6377,France,1804225.65515,81213,2022-08,22.22
6420,France,1605729.76465,78754,2022-09,20.39
6463,France,1628915.1051,77367,2022-10,21.05
6506,France,1425185.52025,62565,2022-11,22.78
6549,France,1548338.46525,63784,2022-12,24.27
6592,France,1450181.4485,60283,2023-01,24.06
6635,France,1355197.81335,59668,2023-02,22.71
6678,France,1491400.76095,64334,2023-03,23.18
5043,Georgia,30250.36,1490,2020-01,20.3
5086,Georgia,27196.388,1316,2020-02,20.67
5129,Georgia,17540.507,812,2020-03,21.6
5172,Georgia,7734.52,175,2020-04,44.2
5215,Georgia,12899.04,239,2020-05,53.97
5258,Georgia,11939.917,275,2020-06,43.42
5301,Georgia,12555.508,316,2020-07,39.73
5344,Georgia,12116.23,363,2020-08,33.38
5387,Georgia,14142.961,404,2020-09,35.01
5431,Georgia,11518.801,342,2020-10,33.68
5474,Georgia,17927.753,389,2020-11,46.09
5517,Georgia,18986.654,397,2020-12,47.83
5560,Georgia,11761.7216,299,2021-01,39.34
5603,Georgia,11635.15185,368,2021-02,31.62
5646,Georgia,19596.34075,580,2021-03,33.79
5689,Georgia,23452.6257,746,2021-04,31.44
5732,Georgia,29230.44705,1064,2021-05,27.47
5775,Georgia,34631.9756,1420,2021-06,24.39
5818,Georgia,42955.5143,2006,2021-07,21.41
5861,Georgia,46243.05025,2027,2021-08,22.81
5904,Georgia,38171.4988,1663,2021-09,22.95
5947,Georgia,40800.7999,1558,2021-10,26.19
5990,Georgia,36401.39055,1284,2021-11,28.35
6033,Georgia,39393.34525,1394,2021-12,28.26
6076,Georgia,36190.09035,1276,2022-01,28.36
6119,Georgia,28534.39195,1112,2022-02,25.66
6162,Georgia,39138.8508,1447,2022-03,27.05
6205,Georgia,36787.29705,1381,2022-04,26.64
6248,Georgia,41583.89025,1664,2022-05,24.99
6291,Georgia,38456.87265,1725,2022-06,22.29
6335,Georgia,48437.7881,2256,2022-07,21.47
6378,Georgia,51748.81425,2386,2022-08,21.69
6421,Georgia,45449.19855,2083,2022-09,21.82
6464,Georgia,43461.53595,1787,2022-10,24.32
6507,Georgia,40535.99455,1582,2022-11,25.62
6550,Georgia,40950.45405,1733,2022-12,23.63
6593,Georgia,35153.89605,1589,2023-01,22.12
6636,Georgia,30038.7409,1402,2023-02,21.43
6679,Georgia,36653.14835,1691,2023-03,21.68
5044,Germany,2304072.733,85527,2020-01,26.94
5087,Germany,2124498.229,82778,2020-02,25.67
5130,Germany,1603264.494,56276,2020-03,28.49
5173,Germany,671846.345,15219,2020-04,44.15
5216,Germany,753883.138,20863,2020-05,36.13
5259,Germany,759489.685,29648,2020-06,25.62
5302,Germany,1044906.52,48034,2020-07,21.75
5345,Germany,1166238.76,51785,2020-08,22.52
5388,Germany,1118639.684,52277,2020-09,21.4
5432,Germany,1133479.673,48261,2020-10,23.49
5475,Germany,1014304.012,32715,2020-11,31.0
5518,Germany,1045537.608,30490,2020-12,34.29
5561,Germany,981455.05235,26555,2021-01,36.96
5604,Germany,868484.09875,25871,2021-02,33.57
5647,Germany,1032631.5658,33089,2021-03,31.21
5690,Germany,1099623.44885,36012,2021-04,30.53
5733,Germany,1203683.7251,39845,2021-05,30.21
5776,Germany,1307996.42095,49897,2021-06,26.21
5819,Germany,1634121.4585,66602,2021-07,24.54
5862,Germany,1736626.5082,69694,2021-08,24.92
5905,Germany,1725799.2659,72672,2021-09,23.75
5948,Germany,1835025.1124,76200,2021-10,24.08
5991,Germany,1697778.07925,64719,2021-11,26.23
6034,Germany,1752942.81075,60015,2021-12,29.21
6077,Germany,1572648.66585,51607,2022-01,30.47
6120,Germany,1431194.03795,50702,2022-02,28.23
6163,Germany,1778354.1771,66714,2022-03,26.66
6206,Germany,2010602.76785,77213,2022-04,26.04
6249,Germany,2173815.87875,87544,2022-05,24.83
6292,Germany,2231954.9923,87574,2022-06,25.49
6336,Germany,2317421.821,86106,2022-07,26.91
6379,Germany,2355466.63265,87743,2022-08,26.85
6422,Germany,2255848.6877,86782,2022-09,25.99
6465,Germany,2306294.5598,86443,2022-10,26.68
6508,Germany,1938127.1854,70913,2022-11,27.33
6551,Germany,1916872.18665,62720,2022-12,30.56
6594,Germany,1859984.3755,61225,2023-01,30.38
6637,Germany,1712818.70925,60503,2023-02,28.31
6680,Germany,2001230.06265,71582,2023-03,27.96
5045,Greece,140902.495,12079,2020-01,11.67
5088,Greece,127227.41,11220,2020-02,11.34
5131,Greece,92932.289,8852,2020-03,10.5
5174,Greece,20812.928,2928,2020-04,7.11
5217,Greece,25525.137,3686,2020-05,6.92
5260,Greece,42507.478,7108,2020-06,5.98
5303,Greece,222363.875,18635,2020-07,11.93
5346,Greece,343637.813,24958,2020-08,13.77
5389,Greece,264198.495,18867,2020-09,14.0
5433,Greece,192694.709,13827,2020-10,13.94
5476,Greece,55257.597,5945,2020-11,9.29
5519,Greece,49227.652,5668,2020-12,8.69
5562,Greece,46167.9062,5760,2021-01,8.02
5605,Greece,37451.2498,5145,2021-02,7.28
5648,Greece,47502.7457,6150,2021-03,7.72
5691,Greece,56961.43475,7253,2021-04,7.85
5734,Greece,106491.17185,11105,2021-05,9.59
5777,Greece,284140.3035,21773,2021-06,13.05
5820,Greece,527528.116,35136,2021-07,15.01
5863,Greece,621012.4686,38475,2021-08,16.14
5906,Greece,511752.63915,31111,2021-09,16.45
5949,Greece,410560.93555,24490,2021-10,16.76
5992,Greece,140441.27805,12696,2021-11,11.06
6035,Greece,126131.8845,11991,2021-12,10.52
6078,Greece,101265.0367,9864,2022-01,10.27
6121,Greece,91190.4751,9415,2022-02,9.69
6164,Greece,123529.93405,11617,2022-03,10.63
6207,Greece,247238.16065,17950,2022-04,13.77
6250,Greece,440767.64285,26864,2022-05,16.41
6293,Greece,594420.91975,35804,2022-06,16.6
6337,Greece,720030.8392,43297,2022-07,16.63
6380,Greece,719445.0884,43057,2022-08,16.71
6423,Greece,601396.5999,35801,2022-09,16.8
6466,Greece,437890.0671,26554,2022-10,16.49
6509,Greece,140384.3131,12961,2022-11,10.83
6552,Greece,130525.578,12599,2022-12,10.36
6595,Greece,120875.34875,11994,2023-01,10.08
6638,Greece,108182.10355,11001,2023-02,9.83
6681,Greece,139955.55285,13399,2023-03,10.45
5046,Hungary,85346.075,5079,2020-01,16.8
5089,Hungary,75328.535,4835,2020-02,15.58
5132,Hungary,51149.223,3307,2020-03,15.47
5175,Hungary,13141.887,736,2020-04,17.86
5218,Hungary,15938.994,851,2020-05,18.73
5261,Hungary,19585.248,1421,2020-06,13.78
5304,Hungary,33859.477,2716,2020-07,12.47
5347,Hungary,38761.451,2946,2020-08,13.16
5390,Hungary,23898.877,1776,2020-09,13.46
5434,Hungary,20807.387,1473,2020-10,14.13
5477,Hungary,18296.909,1182,2020-11,15.48
5520,Hungary,18319.011,1246,2020-12,14.7
5563,Hungary,17433.4137,1134,2021-01,15.37
5606,Hungary,14881.1427,1063,2021-02,14.0
5649,Hungary,19789.2103,1284,2021-03,15.41
5692,Hungary,20723.27705,1300,2021-04,15.94
5735,Hungary,26661.71225,1641,2021-05,16.25
5778,Hungary,38739.56765,2596,2021-06,14.92
5821,Hungary,50186.18965,3594,2021-07,13.96
5864,Hungary,56385.376,3833,2021-08,14.71
5907,Hungary,54193.89675,3859,2021-09,14.04
5950,Hungary,56961.25095,3913,2021-10,14.56
5993,Hungary,58931.5237,3787,2021-11,15.56
6036,Hungary,64988.70565,3913,2021-12,16.61
6079,Hungary,57615.88635,3316,2022-01,17.38
6122,Hungary,53042.43595,3208,2022-02,16.53
6165,Hungary,67861.36535,4004,2022-03,16.95
6208,Hungary,72076.4694,4472,2022-04,16.12
6251,Hungary,78625.8787,4925,2022-05,15.96
6294,Hungary,81048.8659,5284,2022-06,15.34
6338,Hungary,84709.96505,5452,2022-07,15.54
6381,Hungary,86754.57115,5295,2022-08,16.38
6424,Hungary,78799.2597,5241,2022-09,15.04
6467,Hungary,77283.0481,4918,2022-10,15.71
6510,Hungary,71638.8317,4263,2022-11,16.8
6553,Hungary,72447.5424,4312,2022-12,16.8
6596,Hungary,67708.34745,3981,2023-01,17.01
6639,Hungary,60802.5225,3708,2023-02,16.4
6682,Hungary,72446.8478,4478,2023-03,16.18
5047,Iceland,20962.894,1212,2020-01,17.3
5090,Iceland,23270.081,1278,2020-02,18.21
5133,Iceland,17215.747,1124,2020-03,15.32
5176,Iceland,3655.923,548,2020-04,6.67
5219,Iceland,6471.188,850,2020-05,7.61
5262,Iceland,7957.849,1100,2020-06,7.23
5305,Iceland,9185.959,1250,2020-07,7.35
5348,Iceland,6465.652,1085,2020-08,5.96
5391,Iceland,6590.549,1016,2020-09,6.49
5435,Iceland,9985.588,1073,2020-10,9.31
5478,Iceland,8903.465,817,2020-11,10.9
5521,Iceland,8000.225,927,2020-12,8.63
5564,Iceland,8301.7377,920,2021-01,9.02
5607,Iceland,7315.37925,985,2021-02,7.43
5650,Iceland,9183.43725,1115,2021-03,8.24
5693,Iceland,8598.04755,1053,2021-04,8.17
5736,Iceland,14590.28065,1359,2021-05,10.74
5779,Iceland,25148.6946,1730,2021-06,14.54
5822,Iceland,38101.0327,2196,2021-07,17.35
5865,Iceland,38865.91455,1961,2021-08,19.82
5908,Iceland,37547.37985,1870,2021-09,20.08
5951,Iceland,29347.1744,1709,2021-10,17.17
5994,Iceland,23182.6278,1593,2021-11,14.55
6037,Iceland,23081.13045,1580,2021-12,14.61
6080,Iceland,15563.27845,1108,2022-01,14.05
6123,Iceland,17377.53265,1310,2022-02,13.27
6166,Iceland,20531.8201,1608,2022-03,12.77
6209,Iceland,23769.6225,1655,2022-04,14.36
6252,Iceland,39082.4977,2101,2022-05,18.6
6295,Iceland,48555.61255,2180,2022-06,22.27
6339,Iceland,54838.3298,2578,2022-07,21.27
6382,Iceland,54410.43895,2603,2022-08,20.9
6425,Iceland,44792.2292,2094,2022-09,21.39
6468,Iceland,40640.4744,2156,2022-10,18.85
6511,Iceland,30572.2002,1812,2022-11,16.87
6554,Iceland,28369.683,1682,2022-12,16.87
6597,Iceland,22129.6819,1427,2023-01,15.51
6640,Iceland,17893.3269,1174,2023-02,15.24
6683,Iceland,26358.96545,1711,2023-03,15.41
5048,Ireland,207331.811,10185,2020-01,20.36
5091,Ireland,193503.079,9781,2020-02,19.78
5134,Ireland,167860.336,8092,2020-03,20.74
5177,Ireland,40032.245,1322,2020-04,30.28
5220,Ireland,59902.454,1472,2020-05,40.69
5263,Ireland,58256.391,1759,2020-06,33.12
5306,Ireland,92354.568,4340,2020-07,21.28
5349,Ireland,107746.418,5298,2020-08,20.34
5392,Ireland,95634.41,4431,2020-09,21.58
5436,Ireland,83686.274,3562,2020-10,23.49
5479,Ireland,59747.9,2384,2020-11,25.06
5522,Ireland,63751.107,2550,2020-12,25.0
5565,Ireland,61861.2187,2462,2021-01,25.13
5608,Ireland,48573.34025,1715,2021-02,28.32
5651,Ireland,57586.72115,1999,2021-03,28.81
5694,Ireland,58546.32595,2049,2021-04,28.57
5737,Ireland,63710.60985,2258,2021-05,28.22
5780,Ireland,81890.7002,3375,2021-06,24.26
5823,Ireland,120340.35395,5213,2021-07,23.08
5866,Ireland,152234.46845,6858,2021-08,22.2
5909,Ireland,152725.5478,7330,2021-09,20.84
5952,Ireland,157881.41925,7563,2021-10,20.88
5995,Ireland,136579.6809,7423,2021-11,18.4
6038,Ireland,161477.9361,8271,2021-12,19.52
6081,Ireland,140955.5291,6746,2022-01,20.89
6124,Ireland,136012.7844,7083,2022-02,19.2
6167,Ireland,192638.1495,9582,2022-03,20.1
6210,Ireland,233048.67315,11511,2022-04,20.25
6253,Ireland,268555.46795,12650,2022-05,21.23
6296,Ireland,270951.2186,12721,2022-06,21.3
6340,Ireland,297250.08035,13030,2022-07,22.81
6383,Ireland,292038.76685,12847,2022-08,22.73
6426,Ireland,281449.4677,12483,2022-09,22.55
6469,Ireland,268610.08315,12308,2022-10,21.82
6512,Ireland,211971.53245,10504,2022-11,20.18
6555,Ireland,212875.3471,10309,2022-12,20.65
6598,Ireland,204418.8867,10300,2023-01,19.85
6641,Ireland,180940.52945,9272,2023-02,19.51
6684,Ireland,233629.6427,11349,2023-03,20.59
5049,Italy,1007158.391,56924,2020-01,17.69
5092,Italy,898612.398,53974,2020-02,16.65
5135,Italy,382373.225,21782,2020-03,17.55
5178,Italy,112198.256,7226,2020-04,15.53
5221,Italy,142651.63,8833,2020-05,16.15
5264,Italy,200924.314,15588,2020-06,12.89
5307,Italy,444780.645,37618,2020-07,11.82
5350,Italy,565994.558,47952,2020-08,11.8
5393,Italy,480895.54,40378,2020-09,11.91
5437,Italy,437887.242,34308,2020-10,12.76
5480,Italy,327427.259,21683,2020-11,15.1
5523,Italy,316471.353,21236,2020-12,14.9
5566,Italy,277629.0698,18185,2021-01,15.27
5609,Italy,251985.1816,15703,2021-02,16.05
5652,Italy,295790.3349,19548,2021-03,15.13
5695,Italy,339775.43795,22586,2021-04,15.04
5738,Italy,378946.3299,27086,2021-05,13.99
5781,Italy,558937.5341,43684,2021-06,12.8
5824,Italy,807773.16625,62677,2021-07,12.89
5867,Italy,896059.07235,69028,2021-08,12.98
5910,Italy,821724.6207,60928,2021-09,13.49
5953,Italy,770106.25545,55003,2021-10,14.0
5996,Italy,681058.33675,48152,2021-11,14.14
6039,Italy,731763.2914,49401,2021-12,14.81
6082,Italy,622622.3978,41617,2022-01,14.96
6125,Italy,565797.146,40230,2022-02,14.06
6168,Italy,736044.49515,51040,2022-03,14.42
6211,Italy,914825.19305,62795,2022-04,14.57
6254,Italy,1043925.8855,70889,2022-05,14.73
6297,Italy,1135450.1511,75957,2022-06,14.95
6341,Italy,1237917.4978,82993,2022-07,14.92
6384,Italy,1231341.99855,80663,2022-08,15.27
6427,Italy,1182123.0476,77079,2022-09,15.34
6470,Italy,1097312.0412,69619,2022-10,15.76
6513,Italy,809661.5282,52158,2022-11,15.52
6556,Italy,854267.80525,53719,2022-12,15.9
6599,Italy,817095.51385,51639,2023-01,15.82
6642,Italy,752088.71035,48555,2023-02,15.49
6685,Italy,908277.0499,57045,2023-03,15.92
5050,Kosovo,9995.784,722,2020-01,13.84
5093,Kosovo,8593.078,619,2020-02,13.88
5136,Kosovo,5209.483,364,2020-03,14.31
5179,Kosovo,1080.271,118,2020-04,9.15
5222,Kosovo,1325.102,114,2020-05,11.62
5265,Kosovo,1445.775,125,2020-06,11.57
5308,Kosovo,7094.47,506,2020-07,14.02
5351,Kosovo,7706.156,548,2020-08,14.06
5394,Kosovo,5325.511,404,2020-09,13.18
5438,Kosovo,8929.527,612,2020-10,14.59
5481,Kosovo,6115.401,453,2020-11,13.5
5524,Kosovo,8423.771,610,2020-12,13.81
5567,Kosovo,8809.1262,633,2021-01,13.92
5610,Kosovo,5895.25965,445,2021-02,13.25
5653,Kosovo,6762.9681,482,2021-03,14.03
5696,Kosovo,5934.0078,433,2021-04,13.7
5739,Kosovo,8179.3404,577,2021-05,14.18
5782,Kosovo,11016.6651,737,2021-06,14.95
5825,Kosovo,22306.032,1441,2021-07,15.48
5868,Kosovo,24502.12695,1597,2021-08,15.34
5911,Kosovo,12961.4121,916,2021-09,14.15
5954,Kosovo,11927.75535,827,2021-10,14.42
5997,Kosovo,8817.5367,625,2021-11,14.11
6040,Kosovo,12761.4123,894,2021-12,14.27
6083,Kosovo,12140.63235,843,2022-01,14.4
6126,Kosovo,8543.4867,595,2022-02,14.36
6169,Kosovo,10504.4877,730,2022-03,14.39
6212,Kosovo,14896.23345,1026,2022-04,14.52
6255,Kosovo,13636.60515,947,2022-05,14.4
6298,Kosovo,14785.7976,1023,2022-06,14.45
6342,Kosovo,20577.4632,1381,2022-07,14.9
6385,Kosovo,20076.3864,1350,2022-08,14.87
6428,Kosovo,13826.4878,979,2022-09,14.12
6471,Kosovo,12568.36455,867,2022-10,14.5
6514,Kosovo,10396.30095,707,2022-11,14.7
6557,Kosovo,12982.3218,902,2022-12,14.39
6600,Kosovo,12858.98985,881,2023-01,14.6
6643,Kosovo,9467.41635,659,2023-02,14.37
6686,Kosovo,11143.60065,795,2023-03,14.02
5051,Latvia,35963.402,3290,2020-01,10.93
5094,Latvia,31831.247,3025,2020-02,10.52
5137,Latvia,20916.806,1900,2020-03,11.01
5180,Latvia,2069.824,178,2020-04,11.63
5223,Latvia,3136.297,331,2020-05,9.48
5266,Latvia,7637.095,759,2020-06,10.06
5309,Latvia,19210.564,1651,2020-07,11.64
5352,Latvia,18877.171,1826,2020-08,10.34
5395,Latvia,18650.333,1706,2020-09,10.93
5439,Latvia,14669.58,1324,2020-10,11.08
5482,Latvia,10057.071,995,2020-11,10.11
5525,Latvia,11638.822,1078,2020-12,10.8
5568,Latvia,9488.6757,837,2021-01,11.34
5611,Latvia,4966.5401,560,2021-02,8.87
5654,Latvia,7229.34595,761,2021-03,9.5
5697,Latvia,9698.55355,902,2021-04,10.75
5740,Latvia,12629.75855,1158,2021-05,10.91
5783,Latvia,18712.55975,1536,2021-06,12.18
5826,Latvia,26708.1239,2166,2021-07,12.33
5869,Latvia,30224.8264,2424,2021-08,12.47
5912,Latvia,30422.8367,2360,2021-09,12.89
5955,Latvia,33374.0744,2429,2021-10,13.74
5998,Latvia,31831.5942,2241,2021-11,14.2
6041,Latvia,32191.27165,2332,2021-12,13.8
6084,Latvia,25355.0745,1938,2022-01,13.08
6127,Latvia,22284.2542,1679,2022-02,13.27
6170,Latvia,24732.89745,1982,2022-03,12.48
6213,Latvia,29205.1718,2351,2022-04,12.42
6256,Latvia,32550.5194,2649,2022-05,12.29
6299,Latvia,32593.804,2639,2022-06,12.35
6343,Latvia,32374.7976,2647,2022-07,12.23
6386,Latvia,32490.91255,2632,2022-08,12.34
6429,Latvia,32626.4449,2610,2022-09,12.5
6472,Latvia,33066.1722,2603,2022-10,12.7
6515,Latvia,27299.60585,2215,2022-11,12.32
6558,Latvia,28764.84975,2306,2022-12,12.47
6601,Latvia,27596.58265,2176,2023-01,12.68
6644,Latvia,24197.74105,1910,2023-02,12.67
6687,Latvia,29256.16285,2321,2023-03,12.6
5396,Liechtenstein,0.463,1,2020-09,0.46
6300,Liechtenstein,0.5733,1,2022-06,0.57
5052,Lithuania,29319.047,2466,2020-01,11.89
5095,Lithuania,28202.808,2400,2020-02,11.75
5138,Lithuania,19147.038,1654,2020-03,11.58
5181,Lithuania,7784.45,502,2020-04,15.51
5224,Lithuania,6204.146,549,2020-05,11.3
5267,Lithuania,7842.931,908,2020-06,8.64
5310,Lithuania,17297.043,1549,2020-07,11.17
5353,Lithuania,20690.324,1795,2020-08,11.53
5397,Lithuania,17205.774,1552,2020-09,11.09
5440,Lithuania,12676.209,1196,2020-10,10.6
5483,Lithuania,8163.889,872,2020-11,9.36
5526,Lithuania,8471.146,852,2020-12,9.94
5569,Lithuania,7663.2301,778,2021-01,9.85
5612,Lithuania,6349.49475,726,2021-02,8.75
5655,Lithuania,8351.91955,903,2021-03,9.25
5698,Lithuania,10196.2414,1021,2021-04,9.99
5741,Lithuania,12264.14225,1148,2021-05,10.68
5784,Lithuania,19345.10715,1508,2021-06,12.83
5827,Lithuania,26272.00965,1976,2021-07,13.3
5870,Lithuania,27472.9134,2011,2021-08,13.66
5913,Lithuania,27033.73125,1960,2021-09,13.79
5956,Lithuania,29593.2896,2058,2021-10,14.38
5999,Lithuania,27160.3718,1941,2021-11,13.99
6042,Lithuania,26567.5793,1972,2021-12,13.47
6085,Lithuania,22201.1026,1690,2022-01,13.14
6128,Lithuania,20650.30665,1681,2022-02,12.28
6171,Lithuania,27000.01445,2083,2022-03,12.96
6214,Lithuania,32403.85355,2468,2022-04,13.13
6257,Lithuania,36559.99745,2728,2022-05,13.4
6301,Lithuania,35762.5562,2687,2022-06,13.31
6344,Lithuania,34634.90135,2633,2022-07,13.15
6387,Lithuania,34373.98285,2696,2022-08,12.75
6430,Lithuania,34099.52405,2601,2022-09,13.11
6473,Lithuania,35210.61785,2548,2022-10,13.82
6516,Lithuania,26280.88135,2017,2022-11,13.03
6559,Lithuania,25217.98965,1919,2022-12,13.14
6602,Lithuania,25875.06135,1952,2023-01,13.26
6645,Lithuania,24004.35465,1860,2023-02,12.91
6688,Lithuania,27920.30835,2159,2023-03,12.93
5053,Luxembourg,127532.766,2875,2020-01,44.36
5096,Luxembourg,122864.45,2746,2020-02,44.74
5139,Luxembourg,132038.637,1934,2020-03,68.27
5182,Luxembourg,104748.426,557,2020-04,188.06
5225,Luxembourg,118697.697,693,2020-05,171.28
5268,Luxembourg,111321.895,1087,2020-06,102.41
5311,Luxembourg,123339.681,1861,2020-07,66.28
5354,Luxembourg,126847.9,1867,2020-08,67.94
5398,Luxembourg,131788.655,1812,2020-09,72.73
5441,Luxembourg,147863.08,1772,2020-10,83.44
5484,Luxembourg,148623.033,1442,2020-11,103.07
5527,Luxembourg,150866.035,1480,2020-12,101.94
5570,Luxembourg,138462.12145,1307,2021-01,105.94
5613,Luxembourg,129428.1268,1093,2021-02,118.42
5656,Luxembourg,149338.5617,1266,2021-03,117.96
5699,Luxembourg,145353.39375,1447,2021-04,100.45
5742,Luxembourg,152270.67575,1673,2021-05,91.02
5785,Luxembourg,139513.55185,1952,2021-06,71.47
5828,Luxembourg,151010.94185,2369,2021-07,63.74
5871,Luxembourg,153574.9263,2435,2021-08,63.07
